zip,latitude,longitude,usda_zone,avg_last_frost,avg_first_frost
02461,42.31883,-71.20822,6b,04-15,10-22
02462,42.33165,-71.25761,6b,04-15,10-22
02464,42.312,-71.22046,6b,04-15,10-22
02465,42.35105,-71.22677,6b,04-15,10-22
02466,42.34583,-71.24735,6b,04-15,10-22
02467,42.322,-71.17314,6b,04-15,10-22
02468,42.32525,-71.2319,6b,04-15,10-22
02472,42.3713,-71.18196,6b,04-15,10-22
02474,42.4195,-71.15635,6b,04-15,10-22
02476,42.41674,-71.17761,6b,04-15,10-22
02478,42.39155,-71.17471,6b,04-15,10-22
02481,42.31333,-71.27649,6b,04-15,10-22
02482,42.3001,-71.30336,6b,04-15,10-22
02492,42.27825,-71.23388,6b,04-15,10-22
02493,42.35866,-71.28831,6b,04-15,10-22
02494,42.29813,-71.23154,6b,04-15,10-22
02532,41.75184,-70.59764,7a,04-10,11-01
02534,41.66566,-70.616,7a,04-10,11-01
02535,41.34558,-70.75145,7b,04-01,11-08
02536,41.57899,-70.5614,7a,04-10,11-01
02537,41.73384,-70.43754,7a,04-10,11-01
02538,41.78292,-70.64881,7a,04-10,11-01
02539,41.38048,-70.52453,7b,04-01,11-08
02540,41.56105,-70.61968,7a,04-10,11-01
02542,41.6656,-70.52456,7a,04-10,11-01
02543,41.52679,-70.66505,7b,04-01,11-08
02553,41.67336,-70.60805,7a,04-10,11-01
02554,41.27676,-70.09089,7b,04-01,11-08
02556,41.6403,-70.63036,7a,04-10,11-01
02557,41.41738,-70.56003,7a,04-10,11-01
02558,41.74642,-70.65956,7a,04-10,11-01
02559,41.69413,-70.61706,7a,04-10,11-01
02561,41.77025,-70.53366,7a,04-10,11-01
02562,41.79326,-70.51958,7a,04-10,11-01
02563,41.73564,-70.48866,7a,04-10,11-01
02564,41.27395,-70.01555,7b,04-01,11-08
02568,41.45126,-70.60872,7a,04-10,11-01
02571,41.75155,-70.71059,7a,04-10,11-01
02575,41.37881,-70.66376,7a,04-10,11-01
02576,41.77604,-70.75783,7a,04-10,11-01
02584,41.27779,-70.04602,7b,04-01,11-08
02601,41.65474,-70.2895,7a,04-10,11-01
02630,41.70033,-70.29568,7a,04-10,11-01
02631,41.74665,-70.07773,7b,04-01,11-08
02632,41.65872,-70.34658,7a,04-10,11-01
02633,41.68653,-69.97746,7b,04-01,11-08
02635,41.62504,-70.44317,7a,04-10,11-01
02637,41.70144,-70.27721,7a,04-10,11-01
02638,41.73668,-70.19183,7b,04-01,11-08
02639,41.66112,-70.13348,7b,04-01,11-08
02641,41.73471,-70.20467,7b,04-01,11-08
02642,41.84409,-69.98921,7b,04-01,11-08
02643,41.78431,-69.96203,7b,04-01,11-08
02644,41.68346,-70.51211,7a,04-10,11-01
02645,41.70733,-70.05679,7b,04-01,11-08
02646,41.66922,-70.07419,7b,04-01,11-08
02647,41.63275,-70.30435,7a,04-10,11-01
02648,41.66769,-70.4168,7a,04-10,11-01
02649,41.61374,-70.48754,7a,04-10,11-01
02650,41.70226,-69.96958,7b,04-01,11-08
02652,42.02889,-70.07938,7b,04-01,11-08
02653,41.77765,-69.97312,7b,04-01,11-08
02655,41.63294,-70.38693,7a,04-10,11-01
02657,42.05336,-70.18947,7b,04-01,11-08
02659,41.67863,-70.02495,7b,04-01,11-08
02660,41.71234,-70.16165,7a,04-10,11-01
02663,41.80053,-70.07678,7b,04-01,11-08
02664,41.67098,-70.19797,7a,04-10,11-01
02666,41.9928,-70.05427,7b,04-01,11-08
02667,41.92241,-70.01484,7b,04-01,11-08
02668,41.70631,-70.37048,7a,04-10,11-01
02670,41.65975,-70.17089,7b,04-01,11-08
02671,41.66559,-70.11152,7b,04-01,11-08
02672,41.63608,-70.31962,7a,04-10,11-01
02673,41.65688,-70.23726,7a,04-10,11-01
02675,41.7032,-70.22395,7a,04-10,11-01
02702,41.79219,-71.06446,7a,04-10,11-01
02703,41.9281,-71.31456,6b,04-15,10-22
02713,41.42967,-70.8954,7b,04-01,11-08
02715,41.81151,-71.13633,7a,04-10,11-01
02717,41.76593,-70.95332,7a,04-10,11-01
02718,41.87625,-71.01827,6b,04-15,10-22
02719,41.63415,-70.8814,7a,04-10,11-01
02720,41.71695,-71.13986,7a,04-10,11-01
02721,41.68545,-71.15425,7a,04-10,11-01
02723,41.69137,-71.13234,7a,04-10,11-01
02724,41.68415,-71.17436,7a,04-10,11-01
02725,41.72165,-71.17482,7a,04-10,11-01
02726,41.75483,-71.14894,7a,04-10,11-01
02738,41.7066,-70.75086,7a,04-10,11-01
02739,41.65478,-70.80087,7a,04-10,11-01
02740,41.63475,-70.93752,7a,04-10,11-01
02743,41.69702,-70.91019,7a,04-10,11-01
02744,41.61075,-70.91453,7a,04-10,11-01
02745,41.69281,-70.93264,7a,04-10,11-01
02746,41.65934,-70.93347,7a,04-10,11-01
02747,41.63792,-70.99076,7a,04-10,11-01
02748,41.59156,-70.9494,7a,04-10,11-01
02760,41.9755,-71.33086,6b,04-15,10-22
02762,42.01185,-71.32392,6b,04-15,10-22
02763,41.96795,-71.31024,6b,04-15,10-22
02764,41.85156,-71.15125,6b,04-15,10-22
02766,41.96919,-71.1854,6b,04-15,10-22
02767,41.93459,-71.04905,6b,04-15,10-22
02769,41.83507,-71.26115,7a,04-10,11-01
02770,41.76078,-70.83848,7a,04-10,11-01
02771,41.84345,-71.32343,7a,04-10,11-01
02777,41.74155,-71.21433,7a,04-10,11-01
02779,41.82525,-71.07799,6b,04-15,10-22
02780,41.90489,-71.10288,6b,04-15,10-22
02790,41.60252,-71.08904,7a,04-10,11-01
02791,41.5191,-71.08514,7a,04-10,11-01
02802,41.9541,-71.46205,6b,04-15,10-22
02804,41.43007,-71.78101,6b,04-15,10-22
02806,41.74683,-71.32031,7a,04-10,11-01
02807,41.17139,-71.58358,7b,04-01,11-08
02808,41.40201,-71.74785,7a,04-10,11-01
02809,41.6842,-71.26866,7a,04-10,11-01
02812,41.46603,-71.66408,6b,04-15,10-22
02813,41.38526,-71.66813,7a,04-10,11-01
02814,41.896,-71.70335,6b,04-15,10-22
02815,41.77786,-71.67009,6b,04-15,10-22
02816,41.69105,-71.57462,6b,04-15,10-22
02817,41.62587,-71.67023,6b,04-15,10-22
02818,41.64973,-71.46815,7a,04-10,11-01
02822,41.56394,-71.60547,6b,04-15,10-22
02823,41.7312,-71.54676,6b,04-15,10-22
02824,42.00025,-71.56306,6b,04-15,10-22
02825,41.78515,-71.72021,6b,04-15,10-22
02826,41.98242,-71.60085,6b,04-15,10-22
02827,41.69542,-71.74472,6b,04-15,10-22
02828,41.8708,-71.5539,6b,04-15,10-22
02829,41.8793,-71.58936,6b,04-15,10-22
02830,41.97666,-71.64969,6b,04-15,10-22
02831,41.73865,-71.57482,6b,04-15,10-22
02832,41.51141,-71.72737,6b,04-15,10-22
02833,41.47082,-71.77722,6b,04-15,10-22
02835,41.52031,-71.3718,7a,04-10,11-01
02836,41.44884,-71.62145,7a,04-10,11-01
02837,41.51804,-71.16548,7a,04-10,11-01
02838,41.9687,-71.47503,6b,04-15,10-22
02839,41.94811,-71.64003,6b,04-15,10-22
02840,41.488,-71.31262,7a,04-10,11-01
02841,41.49898,-71.299,7a,04-10,11-01
02842,41.51174,-71.28658,7a,04-10,11-01
02852,41.5897,-71.454,7a,04-10,11-01
02857,41.83902,-71.6257,6b,04-15,10-22
02858,41.96186,-71.64661,6b,04-15,10-22
02859,41.9649,-71.72311,6b,04-15,10-22
02860,41.8721,-71.39007,7a,04-10,11-01
02861,41.88163,-71.35583,7a,04-10,11-01
02863,41.88986,-71.3926,7a,04-10,11-01
02864,41.9491,-71.41181,6b,04-15,10-22
02865,41.90567,-71.43023,6b,04-15,10-22
02871,41.60393,-71.26099,7a,04-10,11-01
02872,41.70712,-71.28683,7a,04-10,11-01
02873,41.51992,-71.77402,6b,04-15,10-22
02874,41.51514,-71.45692,7a,04-10,11-01
02875,41.44764,-71.63877,6b,04-15,10-22
02876,41.9984,-71.57631,6b,04-15,10-22
02878,41.62941,-71.18724,7a,04-10,11-01
02879,41.4236,-71.52322,7a,04-10,11-01
02881,41.481,-71.52689,6b,04-15,10-22
02882,41.43245,-71.46352,7a,04-10,11-01
02885,41.72618,-71.27049,7a,04-10,11-01
02886,41.70548,-71.45119,7a,04-10,11-01
02888,41.74805,-71.40982,7a,04-10,11-01
02889,41.70681,-71.3911,7a,04-10,11-01
02891,41.35488,-71.80387,7a,04-10,11-01
02892,41.50155,-71.58465,6b,04-15,10-22
02893,41.70375,-71.51857,6b,04-15,10-22
02894,41.44408,-71.69556,6b,04-15,10-22
02895,42.00173,-71.50722,6b,04-15,10-22
02896,41.98817,-71.55188,6b,04-15,10-22
02898,41.51495,-71.68484,6b,04-15,10-22
02903,41.8208,-71.41306,7a,04-10,11-01
02904,41.8592,-71.43142,6b,04-15,10-22
02905,41.7883,-71.40431,7a,04-10,11-01
02906,41.83635,-71.39427,7a,04-10,11-01
02907,41.79855,-71.42449,7a,04-10,11-01
02908,41.8393,-71.43802,7a,04-10,11-01
02909,41.8191,-71.44775,7a,04-10,11-01
02910,41.77687,-71.43672,7a,04-10,11-01
02911,41.8537,-71.47354,6b,04-15,10-22
02912,41.82674,-71.3977,7a,04-10,11-01
02914,41.8124,-71.36834,7a,04-10,11-01
02915,41.7695,-71.35564,7a,04-10,11-01
02916,41.84325,-71.35391,7a,04-10,11-01
02917,41.8945,-71.51646,6b,04-15,10-22
02918,41.8415,-71.44035,7a,04-10,11-01
02919,41.82513,-71.49468,6b,04-15,10-22
02920,41.7715,-71.46485,7a,04-10,11-01
02921,41.76435,-71.50972,6b,04-15,10-22
03031,42.85489,-71.6082,6a,04-25,10-15
03032,43.00035,-71.35141,6a,04-25,10-15
03033,42.74259,-71.66605,6a,04-25,10-15
03034,43.04837,-71.3078,6a,04-25,10-15
03036,42.96782,-71.23453,6a,04-25,10-15
03037,43.14175,-71.2488,6a,04-25,10-15
03038,42.88649,-71.30019,6a,04-25,10-15
03042,43.04508,-71.07095,6a,04-25,10-15
03043,42.9769,-71.81007,6a,04-25,10-15
03044,42.98612,-71.12524,6a,04-25,10-15
03045,43.03749,-71.57023,6a,04-25,10-15
03046,43.10215,-71.60213,6a,04-25,10-15
03047,42.93571,-71.86645,6a,04-25,10-15
03048,42.74702,-71.77591,6a,04-25,10-15
03049,42.73991,-71.58044,6a,04-25,10-15
03051,42.75982,-71.42079,6a,04-25,10-15
03052,42.85059,-71.45379,6a,04-25,10-15
03053,42.88048,-71.38205,6a,04-25,10-15
03054,42.85805,-71.51216,6a,04-25,10-15
03055,42.83169,-71.66743,6a,04-25,10-15
03057,42.89943,-71.68057,6a,04-25,10-15
03060,42.74889,-71.46492,6a,04-25,10-15
03062,42.72482,-71.49238,6a,04-25,10-15
03063,42.77074,-71.51047,6a,04-25,10-15
03064,42.77417,-71.47306,6a,04-25,10-15
03070,42.97827,-71.69414,6a,04-25,10-15
03071,42.75373,-71.86706,6a,04-25,10-15
03076,42.73418,-71.32359,6a,04-25,10-15
03077,43.03149,-71.19598,6a,04-25,10-15
03079,42.79246,-71.21316,6a,04-25,10-15
03082,42.90226,-71.78452,6a,04-25,10-15
03084,42.81949,-71.85063,6a,04-25,10-15
03086,42.83018,-71.78177,6a,04-25,10-15
03087,42.80519,-71.29878,6a,04-25,10-15
03101,42.98998,-71.46376,6a,04-25,10-15
03102,42.99068,-71.4868,6a,04-25,10-15
03103,42.96768,-71.44828,6a,04-25,10-15
03104,43.00603,-71.44716,6a,04-25,10-15
03106,43.05879,-71.44412,6a,04-25,10-15
03109,42.97258,-71.41349,6a,04-25,10-15
03110,42.94255,-71.51993,6a,04-25,10-15
03215,43.9513,-71.50336,5a,05-10,10-01
03216,43.4447,-71.78401,5b,05-01,10-08
03217,43.70506,-71.62778,5b,05-01,10-08
03218,43.33835,-71.29305,5b,05-01,10-08
03220,43.45956,-71.47352,5b,05-01,10-08
03221,43.25605,-71.95405,5b,05-01,10-08
03222,43.6158,-71.75006,5b,05-01,10-08
03223,43.88768,-71.65161,5a,05-10,10-01
03224,43.34614,-71.54434,5b,05-01,10-08
03225,43.35401,-71.22819,5b,05-01,10-08
03226,43.72109,-71.49652,5b,05-01,10-08
03227,43.80294,-71.45126,5b,05-01,10-08
03229,43.20419,-71.70711,5b,05-01,10-08
03230,43.50641,-71.87281,5a,05-10,10-01
03231,43.46617,-71.73652,5b,05-01,10-08
03233,43.42348,-71.93648,5b,05-01,10-08
03234,43.22859,-71.3611,5b,05-01,10-08
03235,43.44446,-71.66034,5b,05-01,10-08
03237,43.42975,-71.37517,5b,05-01,10-08
03238,43.96754,-71.84088,5a,05-10,10-01
03240,43.56833,-71.96422,5a,05-10,10-01
03241,43.71379,-71.80642,5b,05-01,10-08
03242,43.17347,-71.81722,5b,05-01,10-08
03243,43.52167,-71.73815,5b,05-01,10-08
03244,43.11942,-71.92108,6a,04-25,10-15
03245,43.73783,-71.60441,5b,05-01,10-08
03246,43.55715,-71.43842,5b,05-01,10-08
03249,43.55588,-71.39852,5b,05-01,10-08
03251,44.05198,-71.6606,5a,05-10,10-01
03253,43.64456,-71.50488,5b,05-01,10-08
03254,43.71218,-71.39299,5b,05-01,10-08
03255,43.32582,-72.02654,5b,05-01,10-08
03256,43.60768,-71.64372,5b,05-01,10-08
03257,43.41886,-72.00004,5b,05-01,10-08
03258,43.25588,-71.3976,5b,05-01,10-08
03259,43.88,-71.39475,5a,05-10,10-01
03260,43.35684,-71.9255,5b,05-01,10-08
03261,43.21663,-71.2079,6a,04-25,10-15
03262,44.0285,-71.68701,5a,05-10,10-01
03263,43.30368,-71.3215,5b,05-01,10-08
03264,43.75384,-71.64503,5b,05-01,10-08
03266,43.80636,-71.87952,5a,05-10,10-01
03268,43.38857,-71.74199,5b,05-01,10-08
03269,43.52318,-71.5876,5b,05-01,10-08
03273,43.31726,-71.92709,5b,05-01,10-08
03275,43.15247,-71.43654,6a,04-25,10-15
03276,43.44673,-71.5785,5b,05-01,10-08
03278,43.28384,-71.82537,5b,05-01,10-08
03279,43.93822,-71.88853,5a,05-10,10-01
03280,43.17305,-72.09755,6a,04-25,10-15
03281,43.08099,-71.72329,6a,04-25,10-15
03282,43.87436,-71.91765,5a,05-10,10-01
03284,43.50176,-72.01296,5b,05-01,10-08
03285,43.93,-71.62,5a,05-10,10-01
03287,43.43002,-71.90457,5b,05-01,10-08
03290,43.11587,-71.11081,6a,04-25,10-15
03291,43.17998,-71.1392,6a,04-25,10-15
03293,43.96754,-71.84088,5b,05-01,10-08
03301,43.2137,-71.53774,5b,05-01,10-08
03303,43.2838,-71.63832,5b,05-01,10-08
03304,43.14461,-71.53576,6a,04-25,10-15
03307,43.31773,-71.4534,5b,05-01,10-08
03431,42.94642,-72.28616,5b,05-01,10-08
03440,43.06042,-71.95068,6a,04-25,10-15
03441,42.79107,-72.4352,5b,05-01,10-08
03442,43.00543,-71.91635,5b,05-01,10-08
03443,42.87181,-72.47163,6a,04-25,10-15
03444,42.89987,-72.06334,6a,04-25,10-15
03445,43.00973,-72.19383,6a,04-25,10-15
03446,42.87058,-72.29978,5b,05-01,10-08
03447,42.75474,-72.14838,6a,04-25,10-15
03448,43.05529,-72.26149,6a,04-25,10-15
03449,42.9751,-71.98913,6a,04-25,10-15
03450,42.94118,-72.06043,6a,04-25,10-15
03451,42.79763,-72.49518,5b,05-01,10-08
03452,42.8271,-72.03418,6a,04-25,10-15
03455,42.93218,-72.16219,6a,04-25,10-15
03456,43.12552,-72.21382,6a,04-25,10-15
03457,43.02523,-72.14365,6a,04-25,10-15
03458,42.88492,-71.95133,6a,04-25,10-15
03461,42.74983,-72.01034,5b,05-01,10-08
03462,42.91397,-72.41522,6a,04-25,10-15
03464,43.07866,-72.0959,6a,04-25,10-15
03465,42.82216,-72.17618,6a,04-25,10-15
03466,42.89934,-72.51629,5b,05-01,10-08
03467,42.97107,-72.42512,5b,05-01,10-08
03470,42.77563,-72.33893,6a,04-25,10-15
03561,44.31361,-71.79751,4b,05-15,09-22
03570,44.46334,-71.19092,4b,05-15,09-22
03574,44.28177,-71.69225,5a,05-10,10-01
03575,44.69565,-71.38739,5a,05-10,10-01
03576,44.89389,-71.44766,4a,05-20,09-15
03579,44.7893,-71.15394,4b,05-15,09-22
03580,44.20012,-71.69959,5a,05-10,10-01
03581,44.38656,-71.16273,5a,05-10,10-01
03582,44.6106,-71.48147,4b,05-15,09-22
03583,44.37687,-71.46436,4b,05-15,09-22
03584,44.48376,-71.54999,4b,05-15,09-22
03585,44.22586,-71.87371,5a,05-10,10-01
03586,44.23,-71.78,5a,05-10,10-01
03588,44.60833,-71.24335,4b,05-15,09-22
03590,44.71977,-71.59395,4a,05-20,09-15
03592,45.08555,-71.30724,4a,05-20,09-15
03593,44.37,-71.25,5a,05-10,10-01
03595,44.27152,-71.51746,4b,05-15,09-22
03597,44.69565,-71.38739,4a,05-20,09-15
03598,44.37877,-71.62248,4b,05-15,09-22
03601,43.24272,-72.30269,6a,04-25,10-15
03602,43.14238,-72.32575,6a,04-25,10-15
03603,43.24947,-72.39026,5b,05-01,10-08
03604,42.9471,-72.24303,5b,05-01,10-08
03605,43.23181,-72.17556,6a,04-25,10-15
03607,43.19533,-72.26894,5b,05-01,10-08
03608,43.07541,-72.41902,5b,05-01,10-08
03609,43.14225,-72.4483,5b,05-01,10-08
03740,44.11416,-71.94885,5a,05-10,10-01
03741,43.65917,-72.01333,5a,05-10,10-01
03743,43.37456,-72.34152,5b,05-01,10-08
03745,43.47634,-72.33337,5b,05-01,10-08
03748,43.61485,-72.12058,5a,05-10,10-01
03750,43.701,-72.20056,5a,05-10,10-01
03751,43.4375,-72.07185,5b,05-01,10-08
03752,43.30406,-72.13525,6a,04-25,10-15
03753,43.51638,-72.12954,5a,05-10,10-01
03755,43.71976,-72.2507,5a,05-10,10-01
03765,44.03713,-72.05658,5a,05-10,10-01
03766,43.64294,-72.24403,5a,05-10,10-01
03768,43.82386,-72.13297,5a,05-10,10-01
03770,43.52546,-72.28072,5a,05-10,10-01
03771,44.28172,-72.02789,4b,05-15,09-22
03773,43.35834,-72.18321,5a,05-10,10-01
03774,44.08541,-71.9943,5a,05-10,10-01
03777,43.90892,-72.07831,5a,05-10,10-01
03779,43.97643,-72.04409,5a,05-10,10-01
03780,44.02968,-71.98612,5a,05-10,10-01
03781,43.53357,-72.30353,5a,05-10,10-01
03782,43.38113,-72.09028,5b,05-01,10-08
03784,43.64978,-72.30594,5a,05-10,10-01
03785,44.13321,-71.96306,5a,05-10,10-01
03801,43.07019,-70.77684,6a,04-25,10-15
03809,43.47836,-71.22377,5b,05-01,10-08
03810,43.47892,-71.28776,5b,05-01,10-08
03811,42.83624,-71.16246,6a,04-25,10-15
03812,44.08191,-71.29729,5a,05-10,10-01
03813,44.04109,-71.0627,5a,05-10,10-01
03814,43.76788,-71.12926,5a,05-10,10-01
03816,43.68517,-71.28404,5b,05-01,10-08
03817,43.87811,-71.22069,5a,05-10,10-01
03818,43.96696,-71.15892,5a,05-10,10-01
03819,42.92768,-71.12034,6a,04-25,10-15
03820,43.19098,-70.88787,6a,04-25,10-15
03823,43.17,-70.93,6a,04-25,10-15
03824,43.12808,-70.96035,6a,04-25,10-15
03825,43.20814,-71.04356,6a,04-25,10-15
03826,42.89036,-71.12296,6a,04-25,10-15
03827,42.91574,-70.98459,6a,04-25,10-15
03830,43.64062,-70.98935,5b,05-01,10-08
03832,43.90704,-71.04716,5a,05-10,10-01
03833,42.97378,-70.97665,6a,04-25,10-15
03835,43.39569,-71.06217,6a,04-25,10-15
03836,43.8142,-71.0803,5a,05-10,10-01
03837,43.43591,-71.32971,5b,05-01,10-08
03838,44.11696,-71.20354,5a,05-10,10-01
03839,43.26758,-70.98552,6a,04-25,10-15
03840,43.03828,-70.84714,6a,04-25,10-15
03841,42.88084,-71.18252,6a,04-25,10-15
03842,42.93569,-70.82514,6a,04-25,10-15
03844,42.92395,-70.88666,6b,04-15,10-22
03845,44.08649,-71.13865,5a,05-10,10-01
03846,44.16627,-71.18089,5a,05-10,10-01
03847,43.88387,-71.25773,5b,05-01,10-08
03848,42.92364,-71.06236,6a,04-25,10-15
03849,43.9308,-71.14311,5a,05-10,10-01
03850,43.70766,-71.30168,5b,05-01,10-08
03851,43.42294,-71.01137,5b,05-01,10-08
03852,43.50013,-70.96931,5b,05-01,10-08
03853,43.6424,-71.28614,5b,05-01,10-08
03854,43.06834,-70.72353,6a,04-25,10-15
03855,43.44368,-71.14628,5b,05-01,10-08
03856,43.03833,-70.95076,6a,04-25,10-15
03857,43.07274,-70.94336,6a,04-25,10-15
03858,42.87132,-71.04807,6a,04-25,10-15
03860,44.03568,-71.13084,5a,05-10,10-01
03861,43.1,-71.01,6a,04-25,10-15
03862,42.97778,-70.83055,6a,04-25,10-15
03864,43.67264,-71.10266,5b,05-01,10-08
03865,42.83719,-71.09445,6a,04-25,10-15
03867,43.30416,-70.99816,6a,04-25,10-15
03868,43.34058,-70.96311,6a,04-25,10-15
03869,43.22123,-70.83207,6a,04-25,10-15
03870,43,-70.76517,6a,04-25,10-15
03871,42.98064,-70.7719,6a,04-25,10-15
03872,43.56401,-71.03405,5b,05-01,10-08
03873,42.92959,-71.18444,6a,04-25,10-15
03874,42.88439,-70.85466,6b,04-15,10-22
03875,43.86829,-71.18267,5a,05-10,10-01
03878,43.25378,-70.87549,6a,04-25,10-15
03882,43.72124,-71.00006,5a,05-10,10-01
03883,43.8287,-71.32104,5a,05-10,10-01
03884,43.25792,-71.17701,6a,04-25,10-15
03885,43.01576,-70.90192,6a,04-25,10-15
03886,43.85708,-71.25988,5a,05-10,10-01
03887,43.44806,-71.02823,5b,05-01,10-08
03890,43.81178,-71.19459,5a,05-10,10-01
03894,43.59623,-71.19552,5b,05-01,10-08
03897,43.90874,-71.34507,5a,05-10,10-01
03901,43.29016,-70.84559,6a,04-25,10-15
03902,43.21625,-70.62856,6a,04-25,10-15
03903,43.13544,-70.79348,6a,04-25,10-15
03904,43.10154,-70.73611,6a,04-25,10-15
03905,43.08512,-70.69607,6b,04-15,10-22
03906,43.32752,-70.7646,5b,05-01,10-08
03907,43.24793,-70.59952,6a,04-25,10-15
03908,43.23478,-70.77876,6a,04-25,10-15
03909,43.15954,-70.65239,6a,04-25,10-15
03910,43.21167,-70.73201,6a,04-25,10-15
03911,43.15546,-70.6357,6a,04-25,10-15
04001,43.54812,-70.93189,5b,05-01,10-08
04002,43.49094,-70.6884,5b,05-01,10-08
04003,43.73079,-69.99448,6a,04-25,10-15
04005,43.4807,-70.45871,5b,05-01,10-08
04006,43.43605,-70.3598,5b,05-01,10-08
04008,44.02306,-69.88369,5b,05-01,10-08
04009,44.05919,-70.72552,5a,05-10,10-01
04010,43.93874,-70.90049,5a,05-10,10-01
04011,43.8992,-69.95894,5b,05-01,10-08
04015,43.9526,-70.51377,5b,05-01,10-08
04017,43.73663,-70.11522,6a,04-25,10-15
04019,43.69687,-70.09448,6a,04-25,10-15
04020,43.77361,-70.80878,5a,05-10,10-01
04021,43.79825,-70.26554,5b,05-01,10-08
04022,43.969,-70.78804,5a,05-10,10-01
04024,43.82385,-70.68482,5a,05-10,10-01
04027,43.40335,-70.91719,5b,05-01,10-08
04029,43.88736,-70.67755,5a,05-10,10-01
04030,43.58586,-70.6793,5b,05-01,10-08
04032,43.84378,-70.10172,6a,04-25,10-15
04037,44.05086,-70.95648,5a,05-10,10-01
04038,43.69712,-70.46301,5b,05-01,10-08
04039,43.87958,-70.3533,5b,05-01,10-08
04040,44.10389,-70.65327,5a,05-10,10-01
04041,43.87174,-70.83391,5a,05-10,10-01
04042,43.61124,-70.63265,5b,05-01,10-08
04043,43.38551,-70.54707,5b,05-01,10-08
04046,43.39949,-70.4769,6a,04-25,10-15
04047,43.755,-70.8983,5b,05-01,10-08
04048,43.68279,-70.77178,5a,05-10,10-01
04049,43.73381,-70.70263,5a,05-10,10-01
04050,43.69268,-70.15475,6a,04-25,10-15
04051,44.17228,-70.87231,5a,05-10,10-01
04055,43.95997,-70.60312,5a,05-10,10-01
04056,43.65838,-70.86887,5b,05-01,10-08
04057,44.40808,-70.4707,5a,05-10,10-01
04061,43.64319,-70.73033,5a,05-10,10-01
04062,43.81067,-70.41697,5b,05-01,10-08
04063,43.50489,-70.3857,6a,04-25,10-15
04064,43.51486,-70.3856,6a,04-25,10-15
04066,43.7634,-69.97038,6a,04-25,10-15
04068,43.83383,-70.93094,5a,05-10,10-01
04069,43.91262,-70.17893,5b,05-01,10-08
04071,43.91721,-70.47233,5b,05-01,10-08
04072,43.52732,-70.45171,5b,05-01,10-08
04073,43.42679,-70.75245,5b,05-01,10-08
04074,43.58322,-70.35268,6a,04-25,10-15
04076,43.55308,-70.84515,5b,05-01,10-08
04079,43.7974,-69.95217,6a,04-25,10-15
04083,43.46704,-70.80275,5b,05-01,10-08
04084,43.7616,-70.56433,5b,05-01,10-08
04085,43.77043,-70.63812,5a,05-10,10-01
04086,43.94674,-69.96163,5b,05-01,10-08
04087,43.56066,-70.75497,5b,05-01,10-08
04088,44.19076,-70.70757,5a,05-10,10-01
04090,43.32021,-70.61178,6a,04-25,10-15
04091,43.82489,-70.75038,5a,05-10,10-01
04092,43.68215,-70.35823,5b,05-01,10-08
04093,43.66039,-70.57492,5b,05-01,10-08
04095,43.64263,-70.91218,5b,05-01,10-08
04096,43.80177,-70.17932,6a,04-25,10-15
04097,43.8428,-70.22985,6a,04-25,10-15
04101,43.66052,-70.25862,6a,04-25,10-15
04102,43.65863,-70.2911,6a,04-25,10-15
04103,43.68588,-70.2903,6a,04-25,10-15
04105,43.73673,-70.26027,6a,04-25,10-15
04106,43.63155,-70.27272,6a,04-25,10-15
04107,43.60474,-70.22617,6a,04-25,10-15
04108,43.66518,-70.19475,6a,04-25,10-15
04109,43.67834,-70.19874,6a,04-25,10-15
04110,43.76037,-70.19681,6a,04-25,10-15
04210,44.08917,-70.24143,5b,05-01,10-08
04216,44.66189,-70.79952,4b,05-15,09-22
04217,44.37213,-70.8175,5a,05-10,10-01
04219,44.38695,-70.63082,5a,05-10,10-01
04220,44.29526,-70.3671,5b,05-01,10-08
04221,44.42366,-70.31378,5a,05-10,10-01
04222,43.9725,-70.12291,5b,05-01,10-08
04224,44.55558,-70.41383,5a,05-10,10-01
04226,44.61413,-70.69882,5a,05-10,10-01
04227,44.57914,-70.32634,5a,05-10,10-01
04231,44.26156,-70.87044,5a,05-10,10-01
04234,44.61751,-70.18201,5a,05-10,10-01
04236,44.1944,-70.14181,5b,05-01,10-08
04237,44.49281,-70.7356,5a,05-10,10-01
04238,44.19742,-70.36975,5b,05-01,10-08
04239,44.51647,-70.21933,5a,05-10,10-01
04240,44.09477,-70.19141,5b,05-01,10-08
04250,44.02751,-70.1097,5b,05-01,10-08
04252,44.00983,-70.05631,5b,05-01,10-08
04253,44.40858,-70.22452,5b,05-01,10-08
04254,44.47096,-70.17486,5b,05-01,10-08
04255,44.35976,-70.67231,5a,05-10,10-01
04256,44.10472,-70.39197,5b,05-01,10-08
04257,44.55698,-70.53351,5a,05-10,10-01
04258,44.15492,-70.33319,5b,05-01,10-08
04259,44.23181,-69.99897,5b,05-01,10-08
04260,43.95737,-70.29488,5b,05-01,10-08
04261,44.57053,-70.87599,5a,05-10,10-01
04263,44.28384,-70.11254,5b,05-01,10-08
04265,44.28199,-70.04027,5b,05-01,10-08
04267,44.56616,-70.66156,5a,05-10,10-01
04268,44.22359,-70.58366,5a,05-10,10-01
04270,44.11461,-70.50506,5b,05-01,10-08
04271,44.26411,-70.49851,5a,05-10,10-01
04274,44.04916,-70.39077,5b,05-01,10-08
04275,44.72707,-70.6478,5a,05-10,10-01
04276,44.53599,-70.56609,5a,05-10,10-01
